step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
373,183656,2984,0.029793405594526447,0.875,0.9714285714285714,,,,,,,,,
374,184112,2992,0.02136461397331249,1.0,1.0,,,,,,,,,
375,184696,3000,0.016620035122271372,1.0,1.0,,,,,,,,,
376,185216,3008,0.021452903776183654,1.0,1.0,,,,,,,,,
377,185672,3016,0.021193567841095207,1.0,1.0,0.023948600537077258,1.0,1.0,,,,,,
378,186192,3024,0.023595466623264526,1.0,1.0,,,,,,,,,
379,186712,3032,0.019174204904644346,1.0,1.0,,,,,,,,,
380,187104,3040,0.02847187619397834,0.875,0.9705882352941176,,,,,,,,,
381,187496,3048,0.028322832475320775,1.0,1.0,,,,,,,,,
382,188016,3056,0.02531153826581718,1.0,1.0,,,,,,,,,
383,188536,3064,0.023253897381630327,1.0,1.0,,,,,,,,,
384,188864,3072,0.023497600617369073,1.0,1.0,,,,,,,,,
385,189320,3080,0.025251134883827946,0.875,0.9722222222222222,0.01964907859906878,1.0,1.0,,,,,,
386,189712,3088,0.04451163501285917,0.875,0.9714285714285714,,,,,,,,,
387,190232,3096,0.022210666427603304,1.0,1.0,,,,,,,,,
388,190688,3104,0.02867958712815147,1.0,1.0,,,,,,,,,
389,191272,3112,0.01963762843585876,1.0,1.0,,,,,,,,,
390,191792,3120,0.020828930678914757,1.0,1.0,,,,,,,,,
391,192312,3128,0.02315441149328523,1.0,1.0,,,,,,,,,
392,192768,3136,0.022533568887088788,0.875,0.9722222222222222,,,,,,,,,
393,193288,3144,0.022280543708576368,1.0,1.0,0.019172977398637804,1.0,1.0,,,,,,
394,193872,3152,0.022962370543504,1.0,1.0,,,,,,,,,
395,194392,3160,0.022897748592659282,1.0,1.0,,,,,,,,,
396,194976,3168,0.019141350072611998,1.0,1.0,,,,,,,,,
397,195432,3176,0.026931127143141834,1.0,1.0,,,,,,,,,
398,195760,3184,0.027461697413313647,0.875,0.9722222222222222,,,,,,,,,
399,196216,3192,0.02469726430847904,1.0,1.0,,,,,,,,,
400,196736,3200,0.02437217636038295,1.0,1.0,,,,,,,,,
401,197256,3208,0.02192354127454517,1.0,1.0,0.019037023130358228,1.0,1.0,,,,,,
402,197776,3216,0.016824190981406424,1.0,1.0,,,,,,,,,
403,198168,3224,0.026102515370822168,1.0,1.0,,,,,,,,,
404,198688,3232,0.02728186055512871,1.0,1.0,,,,,,,,,
405,199272,3240,0.019426572405731077,1.0,1.0,,,,,,,,,
406,199792,3248,0.025275190753794346,1.0,1.0,,,,,,,,,
407,200312,3256,0.019536970435077284,1.0,1.0,,,,,,,,,
408,200832,3264,0.01996827432709614,1.0,1.0,,,,,,,,,
409,201352,3272,0.02071951635214043,1.0,1.0,0.019016871870837098,1.0,1.0,,,,,,
410,201808,3280,0.024859790854911485,1.0,1.0,,,,,,,,,
411,202264,3288,0.02087896523124019,1.0,1.0,,,,,,,,,
412,202720,3296,0.024894034784980697,1.0,1.0,,,,,,,,,
413,203304,3304,0.021813807394515328,1.0,1.0,,,,,,,,,
414,203760,3312,0.026473701733772087,1.0,1.0,,,,,,,,,
415,204280,3320,0.02341383415773308,1.0,1.0,,,,,,,,,
416,204800,3328,0.02557126205665422,1.0,1.0,,,,,,,,,
417,205384,3336,0.01974704853144006,1.0,1.0,0.01877803682418106,1.0,1.0,,,,,,
418,205776,3344,0.0253203609451402,1.0,1.0,,,,,,,,,
419,206232,3352,0.021741906093465182,1.0,1.0,,,,,,,,,
420,206752,3360,0.019709694294225706,0.875,0.9714285714285714,,,,,,,,,
421,207208,3368,0.025147862192020514,1.0,1.0,,,,,,,,,
422,207728,3376,0.018167603918671532,1.0,1.0,,,,,,,,,
423,208312,3384,0.02753326142393941,1.0,1.0,,,,,,,,,
424,208768,3392,0.024806945988744573,1.0,1.0,,,,,,,,,
425,209352,3400,0.020630684409223384,1.0,1.0,0.01924157898499066,1.0,1.0,,,,,,
426,210064,3408,0.019020653969746643,0.875,0.9736842105263158,,,,,,,,,
427,210456,3416,0.023399367470701263,1.0,1.0,,,,,,,,,
428,211040,3424,0.022959955556683655,1.0,1.0,,,,,,,,,
429,211624,3432,0.02019260021172814,1.0,1.0,,,,,,,,,
430,212080,3440,0.024452431395472533,1.0,1.0,,,,,,,,,
431,212600,3448,0.015962276967769685,1.0,1.0,,,,,,,,,
432,213056,3456,0.025720301856833154,1.0,1.0,,,,,,,,,
433,213576,3464,0.022251266033196406,1.0,1.0,0.027703888698008716,1.0,1.0,,,,,,
434,214160,3472,0.02263596858281541,1.0,1.0,,,,,,,,,
435,214616,3480,0.02296969665305273,1.0,1.0,,,,,,,,,
436,215136,3488,0.018377095001210132,1.0,1.0,,,,,,,,,
437,215592,3496,0.022819164637181956,1.0,1.0,,,,,,,,,
438,216048,3504,0.019258511902018816,1.0,1.0,,,,,,,,,
439,216568,3512,0.025662743446573204,0.875,0.9705882352941176,,,,,,,,,
440,217088,3520,0.021401726939196907,0.875,0.9714285714285714,,,,,,,,,
441,217608,3528,0.021447794466521865,1.0,1.0,0.026875848049901903,1.0,1.0,,,,,,
442,218192,3536,0.018747255143354194,1.0,1.0,,,,,,,,,
443,218712,3544,0.02214236658446973,1.0,1.0,,,,,,,,,
444,219232,3552,0.01924011147442107,1.0,1.0,,,,,,,,,
445,219752,3560,0.018939753603558197,1.0,1.0,,,,,,,,,
446,220272,3568,0.024578293771221525,1.0,1.0,,,,,,,,,
447,220856,3576,0.02092921185839656,0.875,0.9722222222222222,,,,,,,,,
448,221376,3584,0.024559145990036436,1.0,1.0,,,,,,,,,
449,221896,3592,0.020112510200863725,1.0,1.0,0.0208698997484636,1.0,1.0,,,,,,
450,222416,3600,0.026944136647460485,1.0,1.0,,,,,,,,,
451,222808,3608,0.025929957764471465,1.0,1.0,,,,,,,,,
452,223328,3616,0.022193462385895764,0.875,0.9696969696969697,,,,,,,,,
453,223720,3624,0.022460203183027338,1.0,1.0,,,,,,,,,
454,224112,3632,0.021140093109975003,1.0,1.0,,,,,,,,,
455,224568,3640,0.02765683313039029,1.0,1.0,,,,,,,,,
456,225024,3648,0.021968148718335388,1.0,1.0,,,,,,,,,
457,225416,3656,0.026079001639872895,1.0,1.0,0.022112960030443052,1.0,1.0,,,,,,
458,225936,3664,0.02536281885323932,1.0,1.0,,,,,,,,,
459,226456,3672,0.022583473795914934,0.875,0.972972972972973,,,,,,,,,
460,227040,3680,0.021877241207919094,1.0,1.0,,,,,,,,,
461,227560,3688,0.015417879557778505,1.0,1.0,,,,,,,,,
462,227952,3696,0.022394487538274787,1.0,1.0,,,,,,,,,
463,228472,3704,0.025331988546030127,0.875,0.9459459459459459,,,,,,,,,
464,229056,3712,0.01940816049897094,1.0,1.0,,,,,,,,,
465,229576,3720,0.019617489461406134,1.0,1.0,0.022059274346144814,1.0,1.0,,,,,,
466,230096,3728,0.019840621587001905,1.0,1.0,,,,,,,,,
467,230616,3736,0.0223102444878912,1.0,1.0,,,,,,,,,
468,231136,3744,0.02291256960943044,1.0,1.0,,,,,,,,,
469,231592,3752,0.023217066404413785,0.75,0.9444444444444444,,,,,,,,,
470,232112,3760,0.020646848432989535,1.0,1.0,,,,,,,,,
471,232568,3768,0.021275784441838832,1.0,1.0,,,,,,,,,
472,233088,3776,0.01950623622162845,1.0,1.0,,,,,,,,,
473,233544,3784,0.022717257334289514,1.0,1.0,0.019666095943461723,1.0,1.0,,,,,,
474,234000,3792,0.02043299760889714,0.875,0.9705882352941176,,,,,,,,,
475,234520,3800,0.023809931408205254,1.0,1.0,,,,,,,,,
476,235040,3808,0.02170352781560891,1.0,1.0,,,,,,,,,
477,235496,3816,0.019195250990484275,1.0,1.0,,,,,,,,,
478,236016,3824,0.021873106112358154,0.875,0.972972972972973,,,,,,,,,
479,236536,3832,0.02056385076188752,1.0,1.0,,,,,,,,,
480,237120,3840,0.018965657686568143,1.0,1.0,,,,,,,,,
481,237512,3848,0.028889973453252282,1.0,1.0,0.023631365794181382,1.0,1.0,,,,,,
482,237968,3856,0.022244952859479392,0.875,0.9736842105263158,,,,,,,,,
483,238488,3864,0.02239364243527278,0.875,0.9722222222222222,,,,,,,,,
484,238944,3872,0.02285379807687011,1.0,1.0,,,,,,,,,
485,239528,3880,0.02298626499115111,1.0,1.0,,,,,,,,,
486,240048,3888,0.02494701592510284,1.0,1.0,,,,,,,,,
487,240440,3896,0.023803037824721995,1.0,1.0,,,,,,,,,
488,240896,3904,0.021270547216885902,1.0,1.0,,,,,,,,,
489,241416,3912,0.023903560111694432,1.0,1.0,0.022954094981157927,1.0,1.0,,,,,,
490,241936,3920,0.020171561068546007,1.0,1.0,,,,,,,,,
491,242392,3928,0.02274522113005758,1.0,1.0,,,,,,,,,
492,242912,3936,0.019974445988004706,1.0,1.0,,,,,,,,,
493,243304,3944,0.02136677924212929,0.875,0.918918918918919,,,,,,,,,
494,243696,3952,0.0265848162559174,1.0,1.0,,,,,,,,,
495,244152,3960,0.024510725724034694,1.0,1.0,,,,,,,,,
496,244672,3968,0.019498227458322304,1.0,1.0,,,,,,,,,
497,245064,3976,0.02103224775658177,1.0,1.0,0.02374785573529969,1.0,1.0,,,,,,
498,245520,3984,0.020186825838766045,1.0,1.0,,,,,,,,,
499,246040,3992,0.022111801246876027,1.0,1.0,,,,,,,,,
500,246432,4000,0.02603567757440003,0.875,0.9714285714285714,,,,,,,,,
501,246888,4008,0.023146409310410614,1.0,1.0,,,,,,,,,
502,247280,4016,0.026893054313965756,1.0,1.0,,,,,,,,,
503,247736,4024,0.02547699740270278,1.0,1.0,,,,,,,,,
504,248320,4032,0.01721720566857016,1.0,1.0,,,,,,,,,
505,248968,4040,0.01691689030968462,1.0,1.0,0.028386393036124245,1.0,1.0,,,,,,
506,249680,4048,0.017895816709486045,1.0,1.0,,,,,,,,,
507,250200,4056,0.020959653923554745,0.875,0.9722222222222222,,,,,,,,,
508,250720,4064,0.021865102395141955,1.0,1.0,,,,,,,,,
509,251176,4072,0.025311017950061524,1.0,1.0,,,,,,,,,
510,251696,4080,0.022065428522271637,1.0,1.0,,,,,,,,,
511,252152,4088,0.02975386712332753,0.875,0.972972972972973,,,,,,,,,
512,252544,4096,0.024940990190043685,1.0,1.0,,,,,,,,,
513,253064,4104,0.02168081541982471,1.0,1.0,0.019519360573912438,1.0,1.0,,,,,,
514,253520,4112,0.021868153198253516,1.0,1.0,,,,,,,,,
515,253976,4120,0.023731723783979454,1.0,1.0,,,,,,,,,
516,254560,4128,0.021310457560818438,1.0,1.0,,,,,,,,,
517,255016,4136,0.022181811677729986,1.0,1.0,,,,,,,,,
518,255536,4144,0.02053339346227383,1.0,1.0,,,,,,,,,
519,256056,4152,0.021370683642267293,1.0,1.0,,,,,,,,,
520,256512,4160,0.020324457813137072,1.0,1.0,,,,,,,,,
521,256968,4168,0.019819079295934496,1.0,1.0,0.019861421755872233,1.0,1.0,,,,,,
522,257488,4176,0.01969490845247172,1.0,1.0,,,,,,,,,
523,257944,4184,0.025791246454111166,1.0,1.0,,,,,,,,,
524,258464,4192,0.019769181595929667,1.0,1.0,,,,,,,,,
525,259048,4200,0.018126230532542933,1.0,1.0,,,,,,,,,
526,259632,4208,0.0211226535354858,1.0,1.0,,,,,,,,,
527,260152,4216,0.020443489881566045,0.875,0.9722222222222222,,,,,,,,,
528,260672,4224,0.018973537647594824,1.0,1.0,,,,,,,,,
529,261192,4232,0.020984928557539577,1.0,1.0,0.019884445585030455,1.0,1.0,,,,,,
530,261712,4240,0.028811469105478278,1.0,1.0,,,,,,,,,
531,262168,4248,0.022327162075488603,1.0,1.0,,,,,,,,,
532,262688,4256,0.01971154839750869,1.0,1.0,,,,,,,,,
533,263208,4264,0.019632656862551928,1.0,1.0,,,,,,,,,
534,263664,4272,0.02470404809925691,1.0,1.0,,,,,,,,,
535,264184,4280,0.026904461886802854,1.0,1.0,,,,,,,,,
536,264640,4288,0.018618654333151047,1.0,1.0,,,,,,,,,
537,265160,4296,0.027343827071482946,1.0,1.0,0.021311275382710604,1.0,1.0,,,,,,
538,265680,4304,0.01882336130438685,1.0,1.0,,,,,,,,,
539,266200,4312,0.014510689979854387,1.0,1.0,,,,,,,,,
540,266720,4320,0.02264741273939819,1.0,1.0,,,,,,,,,
541,267240,4328,0.02269980540983312,1.0,1.0,,,,,,,,,
542,267888,4336,0.019742371769347317,1.0,1.0,,,,,,,,,
543,268472,4344,0.018974248109783556,1.0,1.0,,,,,,,,,
544,268928,4352,0.024313172783733714,1.0,1.0,,,,,,,,,
545,269384,4360,0.020446016977678477,1.0,1.0,0.021845189988632132,1.0,1.0,,,,,,
546,269840,4368,0.019063654029466488,1.0,1.0,,,,,,,,,
547,270424,4376,0.020920976753901935,0.875,0.9459459459459459,,,,,,,,,
548,270944,4384,0.022942152651285595,1.0,1.0,,,,,,,,,
549,271464,4392,0.02113437145371129,1.0,1.0,,,,,,,,,
550,271984,4400,0.025726023641988074,1.0,1.0,,,,,,,,,
551,272440,4408,0.022390777990659912,1.0,1.0,,,,,,,,,
552,272960,4416,0.021008652855498345,1.0,1.0,,,,,,,,,
553,273480,4424,0.0199610953297803,1.0,1.0,0.021388188932254637,1.0,1.0,,,,,,
554,274000,4432,0.020715634237437365,1.0,1.0,,,,,,,,,
555,274328,4440,0.02037104602500156,1.0,1.0,,,,,,,,,
556,274784,4448,0.02550304896906257,1.0,1.0,,,,,,,,,
557,275240,4456,0.026759737047738423,1.0,1.0,,,,,,,,,
558,275760,4464,0.019813704997714687,1.0,1.0,,,,,,,,,
559,276216,4472,0.031042345609975014,1.0,1.0,,,,,,,,,
560,276736,4480,0.023700423584563497,1.0,1.0,,,,,,,,,
561,277192,4488,0.027683270670056853,1.0,1.0,0.020866784082323373,1.0,1.0,,,,,,
562,277648,4496,0.023975493508046543,1.0,1.0,,,,,,,,,
563,278296,4504,0.02100459212678321,1.0,1.0,,,,,,,,,
564,278752,4512,0.023719551197782903,0.875,0.9714285714285714,,,,,,,,,
565,279272,4520,0.01685312592176472,1.0,1.0,,,,,,,,,
566,279792,4528,0.021695640693357218,1.0,1.0,,,,,,,,,
567,280248,4536,0.024991441219995976,1.0,1.0,,,,,,,,,
568,280640,4544,0.026785746746295788,1.0,1.0,,,,,,,,,
569,281160,4552,0.02117132446217658,1.0,1.0,0.02290882921809537,1.0,1.0,,,,,,
570,281680,4560,0.023501236210439536,1.0,1.0,,,,,,,,,
571,282200,4568,0.017892350588422958,1.0,1.0,,,,,,,,,
572,282720,4576,0.020321788358534137,1.0,1.0,,,,,,,,,
573,283176,4584,0.019845042025146538,1.0,1.0,,,,,,,,,
574,283632,4592,0.019417587757270816,1.0,1.0,,,,,,,,,
575,284024,4600,0.024167680716661744,1.0,1.0,,,,,,,,,
576,284608,4608,0.021812599572261396,1.0,1.0,,,,,,,,,
577,285128,4616,0.019055919950621558,1.0,1.0,0.02394109048262967,1.0,1.0,,,,,,
578,285648,4624,0.020165553646028248,1.0,1.0,,,,,,,,,
579,286104,4632,0.022142540240322386,1.0,1.0,,,,,,,,,
580,286560,4640,0.023270628447593998,1.0,1.0,,,,,,,,,
581,287080,4648,0.023896081164943444,0.875,0.9722222222222222,,,,,,,,,
582,287600,4656,0.021121972147538862,1.0,1.0,,,,,,,,,
583,288120,4664,0.020683752031064467,1.0,1.0,,,,,,,,,
584,288576,4672,0.023323804403154878,1.0,1.0,,,,,,,,,
585,289096,4680,0.020782441354221422,1.0,1.0,0.019690015291974377,1.0,1.0,,,,,,
586,289552,4688,0.02450136921525517,1.0,1.0,,,,,,,,,
587,290008,4696,0.02928551276644186,1.0,1.0,,,,,,,,,
588,290528,4704,0.01919689792270533,1.0,1.0,,,,,,,,,
589,291112,4712,0.016949052213297008,1.0,1.0,,,,,,,,,
590,291568,4720,0.02263231070559315,1.0,1.0,,,,,,,,,
591,292088,4728,0.02309867614116869,1.0,1.0,,,,,,,,,
592,292608,4736,0.020249032478485984,1.0,1.0,,,,,,,,,
593,293256,4744,0.020174225241057445,1.0,1.0,0.02136528352119141,1.0,1.0,,,,,,
594,293712,4752,0.024762272264450318,1.0,1.0,,,,,,,,,
595,294296,4760,0.013067719120911127,1.0,1.0,,,,,,,,,
596,294816,4768,0.019779864380489117,1.0,1.0,,,,,,,,,
597,295400,4776,0.021243795116814117,1.0,1.0,,,,,,,,,
598,295856,4784,0.02481806340794736,1.0,1.0,,,,,,,,,
599,296248,4792,0.02707614600577271,1.0,1.0,,,,,,,,,
600,296768,4800,0.02206282212323371,1.0,1.0,,,,,,,,,
601,297288,4808,0.02245492738717617,1.0,1.0,0.022627246967439178,1.0,1.0,,,,,,
602,297680,4816,0.02159285360218563,1.0,1.0,,,,,,,,,
603,298072,4824,0.025206995139782015,1.0,1.0,,,,,,,,,
604,298592,4832,0.023851627373424243,1.0,1.0,,,,,,,,,
605,299112,4840,0.021878588198298774,1.0,1.0,,,,,,,,,
606,299568,4848,0.02302745466165787,0.875,0.9714285714285714,,,,,,,,,
607,300088,4856,0.026067258910146756,1.0,1.0,,,,,,,,,
608,300480,4864,0.023799293330494756,1.0,1.0,,,,,,,,,
609,301000,4872,0.02122001440523113,1.0,1.0,0.016870709620648523,1.0,1.0,,,,,,
610,301456,4880,0.026577027377316164,1.0,1.0,,,,,,,,,
611,302040,4888,0.015216506001828408,1.0,1.0,,,,,,,,,
612,302560,4896,0.0252028348685735,1.0,1.0,,,,,,,,,
613,303080,4904,0.021769495937719534,1.0,1.0,,,,,,,,,
614,303536,4912,0.026575985341010237,1.0,1.0,,,,,,,,,
615,303992,4920,0.026724030193808892,0.875,0.9714285714285714,,,,,,,,,
616,304448,4928,0.023105654447276046,1.0,1.0,,,,,,,,,
617,304904,4936,0.021987994203245837,0.875,0.9696969696969697,0.0344651977747964,0.875,0.972972972972973,,,,,,
618,305424,4944,0.023449031511631323,1.0,1.0,,,,,,,,,
619,305944,4952,0.020565715763308103,1.0,1.0,,,,,,,,,
620,306400,4960,0.023667154588902197,1.0,1.0,,,,,,,,,
621,306920,4968,0.02134038463980694,1.0,1.0,,,,,,,,,
622,307440,4976,0.017811778083682044,1.0,1.0,,,,,,,,,
623,307960,4984,0.02566371200044344,1.0,1.0,,,,0.9990000128746033,0.998003992015968,1.0,0.9999359999999999,0.9999350855351717,0.9990009990009989
624,308480,4992,0.0233502011693611,0.875,0.9705882352941176,,,,,,,,,
625,309000,5000,0.022523032397811768,1.0,1.0,0.02058726324007594,1.0,1.0,,,,,,
626,309456,5008,0.026585696074465478,0.875,0.9722222222222222,,,,,,,,,
627,310040,5016,0.019168214173530804,1.0,1.0,,,,,,,,,
628,310496,5024,0.020616740266788527,1.0,1.0,,,,,,,,,
629,311016,5032,0.017253110790495935,1.0,1.0,,,,,,,,,
630,311664,5040,0.0166638879862449,1.0,1.0,,,,,,,,,
631,312312,5048,0.018319222324513874,1.0,1.0,,,,,,,,,
632,312896,5056,0.023851183119013988,1.0,1.0,,,,,,,,,
633,313352,5064,0.022592709403578787,1.0,1.0,0.02223506168809248,1.0,1.0,,,,,,
634,313872,5072,0.021679328183131764,1.0,1.0,,,,,,,,,
635,314328,5080,0.023593428877962737,1.0,1.0,,,,,,,,,
636,314912,5088,0.01858116741756281,1.0,1.0,,,,,,,,,
637,315304,5096,0.034340105665477495,0.875,0.9705882352941176,,,,,,,,,
638,315824,5104,0.018541244056543078,1.0,1.0,,,,,,,,,
639,316216,5112,0.023368702590701288,1.0,1.0,,,,,,,,,
640,316608,5120,0.022832411905038957,1.0,1.0,,,,,,,,,
641,317064,5128,0.023610986252102898,1.0,1.0,0.02327455908545145,1.0,1.0,,,,,,
642,317648,5136,0.019703133938564408,1.0,1.0,,,,,,,,,
643,318168,5144,0.020749525940940847,1.0,1.0,,,,,,,,,
644,318688,5152,0.0232359998054758,1.0,1.0,,,,,,,,,
645,319208,5160,0.022314261433514247,1.0,1.0,,,,,,,,,
646,319728,5168,0.017110104170789897,1.0,1.0,,,,,,,,,
647,320056,5176,0.022993981336017467,1.0,1.0,,,,,,,,,
648,320576,5184,0.025771788241505635,0.875,0.9736842105263158,,,,,,,,,
649,321096,5192,0.01891028744577539,1.0,1.0,0.025339420362124623,1.0,1.0,,,,,,
650,321616,5200,0.021806868930140628,1.0,1.0,,,,,,,,,
651,322136,5208,0.019248860386591092,1.0,1.0,,,,,,,,,
652,322656,5216,0.018518626043273877,1.0,1.0,,,,,,,,,
653,323112,5224,0.02637624099525624,1.0,1.0,,,,,,,,,
654,323568,5232,0.022944272804423738,1.0,1.0,,,,,,,,,
655,324088,5240,0.022357317807830988,1.0,1.0,,,,,,,,,
656,324544,5248,0.024956739340312856,1.0,1.0,,,,,,,,,
657,325064,5256,0.021672997392600042,1.0,1.0,0.0204833124163931,1.0,1.0,,,,,,
658,325520,5264,0.027369608947523043,1.0,1.0,,,,,,,,,
659,325976,5272,0.02138100099529695,1.0,1.0,,,,,,,,,
660,326496,5280,0.019442777928229134,1.0,1.0,,,,,,,,,
661,326952,5288,0.023679255876003107,1.0,1.0,,,,,,,,,
662,327472,5296,0.024121088733196912,1.0,1.0,,,,,,,,,
663,327928,5304,0.022432752542699667,1.0,1.0,,,,,,,,,
664,328448,5312,0.023027321483677428,1.0,1.0,,,,,,,,,
665,328840,5320,0.024701153399924444,0.875,0.9736842105263158,0.02253331333887252,1.0,1.0,,,,,,
666,329360,5328,0.024526727724620383,1.0,1.0,,,,,,,,,
667,329816,5336,0.020859749782842135,1.0,1.0,,,,,,,,,
668,330336,5344,0.019562735417423757,1.0,1.0,,,,,,,,,
669,330856,5352,0.0212819081151311,0.875,0.9714285714285714,,,,,,,,,
670,331376,5360,0.024512574088393555,1.0,1.0,,,,,,,,,
671,331832,5368,0.02434870722084572,1.0,1.0,,,,,,,,,
672,332288,5376,0.02473811823601487,1.0,1.0,,,,,,,,,
673,332872,5384,0.023719384294992478,1.0,1.0,0.02307644409504033,1.0,1.0,,,,,,
674,333328,5392,0.022278461499144715,1.0,1.0,,,,,,,,,
675,333784,5400,0.02706664384174199,1.0,1.0,,,,,,,,,
676,334368,5408,0.017666086177995186,1.0,1.0,,,,,,,,,
677,334824,5416,0.021190806671954745,1.0,1.0,,,,,,,,,
678,335344,5424,0.0244456972596025,1.0,1.0,,,,,,,,,
679,335800,5432,0.019491614905585732,1.0,1.0,,,,,,,,,
680,336256,5440,0.02500301119045368,1.0,1.0,,,,,,,,,
681,336776,5448,0.019666382901857953,1.0,1.0,0.020546927354837288,1.0,1.0,,,,,,
682,337296,5456,0.021545907148706817,1.0,1.0,,,,,,,,,
683,337816,5464,0.016613069309379603,1.0,1.0,,,,,,,,,
684,338400,5472,0.019532966493932623,1.0,1.0,,,,,,,,,
685,338792,5480,0.02151290343669428,1.0,1.0,,,,,,,,,
686,339376,5488,0.022108688537024482,1.0,1.0,,,,,,,,,
687,339896,5496,0.021487837442486092,1.0,1.0,,,,,,,,,
688,340416,5504,0.021327147301104542,1.0,1.0,,,,,,,,,
689,340808,5512,0.02474603518276723,1.0,1.0,0.024825482587378774,1.0,1.0,,,,,,
690,341264,5520,0.02094969223292142,0.875,0.9705882352941176,,,,,,,,,
691,341784,5528,0.020188353609321436,1.0,1.0,,,,,,,,,
692,342176,5536,0.02437713632156836,0.875,0.9714285714285714,,,,,,,,,
693,342696,5544,0.020312617030813954,1.0,1.0,,,,,,,,,
694,343280,5552,0.01642589411237953,1.0,1.0,,,,,,,,,
695,343800,5560,0.023867016736330442,1.0,1.0,,,,,,,,,
696,344192,5568,0.022030377286203277,1.0,1.0,,,,,,,,,
697,344712,5576,0.019131139807994295,1.0,1.0,0.018712029204226724,1.0,1.0,,,,,,
698,345168,5584,0.018262717849738905,1.0,1.0,,,,,,,,,
699,345688,5592,0.020794100623486106,1.0,1.0,,,,,,,,,
700,346272,5600,0.0221570369914318,1.0,1.0,,,,,,,,,
701,346728,5608,0.018639740027909534,1.0,1.0,,,,,,,,,
702,347184,5616,0.02281424772155389,0.875,0.972972972972973,,,,,,,,,
703,347704,5624,0.021434011331815803,1.0,1.0,,,,,,,,,
704,348416,5632,0.014882109361525137,1.0,1.0,,,,,,,,,
705,348936,5640,0.023015787699362182,1.0,1.0,0.02094032520757107,1.0,1.0,,,,,,
706,349456,5648,0.01962562581072068,1.0,1.0,,,,,,,,,
707,349976,5656,0.021790715626412972,1.0,1.0,,,,,,,,,
708,350368,5664,0.02698103891955313,1.0,1.0,,,,,,,,,
709,350824,5672,0.017714104789542048,1.0,1.0,,,,,,,,,
710,351344,5680,0.023769209549865746,1.0,1.0,,,,,,,,,
711,351800,5688,0.02302794823348813,0.875,0.9722222222222222,,,,,,,,,
712,352192,5696,0.015522862656757124,1.0,1.0,,,,,,,,,
713,352712,5704,0.018286079009654604,1.0,1.0,0.022976497562139257,1.0,1.0,,,,,,
714,353168,5712,0.02402595859671466,0.875,0.9736842105263158,,,,,,,,,
715,353688,5720,0.022154132721347388,1.0,1.0,,,,,,,,,
716,354208,5728,0.0189167060541851,1.0,1.0,,,,,,,,,
717,354600,5736,0.025465367437231556,0.875,0.9714285714285714,,,,,,,,,
718,355056,5744,0.02273018332980656,1.0,1.0,,,,,,,,,
719,355448,5752,0.025978027324276367,1.0,1.0,,,,,,,,,
720,355904,5760,0.024939244579253037,0.875,0.972972972972973,,,,,,,,,
721,356296,5768,0.020310307501515395,1.0,1.0,0.026760804700226792,1.0,1.0,,,,,,
722,356816,5776,0.025222144818790343,1.0,1.0,,,,,,,,,
723,357208,5784,0.022859458689518566,1.0,1.0,,,,,,,,,
724,357664,5792,0.02272499083846893,1.0,1.0,,,,,,,,,
725,358248,5800,0.018012136014802095,1.0,1.0,,,,,,,,,
726,358704,5808,0.024671791111981065,1.0,1.0,,,,,,,,,
727,359160,5816,0.023322554554833324,1.0,1.0,,,,,,,,,
728,359616,5824,0.02295185760531648,1.0,1.0,,,,,,,,,
729,360072,5832,0.02190659519714171,1.0,1.0,0.019328568281236472,1.0,1.0,,,,,,
730,360656,5840,0.018813327810808952,1.0,1.0,,,,,,,,,
731,361176,5848,0.019615351920744033,1.0,1.0,,,,,,,,,
732,361568,5856,0.021995204296348315,1.0,1.0,,,,,,,,,
733,362088,5864,0.01981816982361556,1.0,1.0,,,,,,,,,
734,362608,5872,0.023336785093026537,1.0,1.0,,,,,,,,,
735,363064,5880,0.0187469887979125,1.0,1.0,,,,,,,,,
736,363584,5888,0.019930642847495492,1.0,1.0,,,,,,,,,
737,364104,5896,0.023088042993311242,1.0,1.0,0.01626925592816254,1.0,1.0,,,,,,
738,364624,5904,0.022673771681168298,1.0,1.0,,,,,,,,,
739,365080,5912,0.021955565181092464,1.0,1.0,,,,,,,,,
740,365536,5920,0.023642389641279567,0.875,0.9714285714285714,,,,,,,,,
741,365992,5928,0.02368099957588219,1.0,1.0,,,,,,,,,
742,366448,5936,0.020248436923915838,1.0,1.0,,,,,,,,,
743,366904,5944,0.017575739611683606,1.0,1.0,,,,,,,,,
744,367552,5952,0.016236582486198706,1.0,1.0,,,,,,,,,
745,367880,5960,0.022921116496598837,1.0,1.0,0.022525576581323013,1.0,1.0,,,,,,
746,368272,5968,0.023763039867251357,1.0,1.0,,,,,,,,,
747,368856,5976,0.019992768848849526,1.0,1.0,,,,,,,,,
748,369376,5984,0.02903427947601624,0.875,0.9736842105263158,,,,,,,,,
749,369896,5992,0.01792583270294641,1.0,1.0,,,,,,,,,
750,370416,6000,0.018710157501381636,1.0,1.0,,,,,,,,,
751,371000,6008,0.018720941684384023,1.0,1.0,,,,,,,,,
752,371584,6016,0.01817731930651572,1.0,1.0,,,,,,,,,
