step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
753,372104,6024,0.02096081678980898,0.875,0.972972972972973,0.015618313641632643,1.0,1.0,,,,,,
754,372496,6032,0.02165597829390817,1.0,1.0,,,,,,,,,
755,372952,6040,0.0232505383907756,1.0,1.0,,,,,,,,,
756,373408,6048,0.019414936820308332,1.0,1.0,,,,,,,,,
757,373992,6056,0.019115705800176838,1.0,1.0,,,,,,,,,
758,374448,6064,0.01896881094431007,1.0,1.0,,,,,,,,,
759,374968,6072,0.024583667261263396,1.0,1.0,,,,,,,,,
760,375424,6080,0.021397686075494974,1.0,1.0,,,,,,,,,
761,375944,6088,0.02209468843613126,1.0,1.0,0.02226275471203163,1.0,1.0,,,,,,
762,376400,6096,0.028351457984899124,1.0,1.0,,,,,,,,,
763,376920,6104,0.020412696500057954,1.0,1.0,,,,,,,,,
764,377312,6112,0.023029413776781273,1.0,1.0,,,,,,,,,
765,377832,6120,0.019769867562474164,1.0,1.0,,,,,,,,,
766,378288,6128,0.023490764451392705,1.0,1.0,,,,,,,,,
767,378744,6136,0.023606572956679357,1.0,1.0,,,,,,,,,
768,379264,6144,0.02229336244781057,1.0,1.0,,,,,,,,,
769,379720,6152,0.02277559623212145,1.0,1.0,0.019611593320389663,1.0,1.0,,,,,,
770,380240,6160,0.021120611713471512,1.0,1.0,,,,,,,,,
771,380632,6168,0.023623983423275253,1.0,1.0,,,,,,,,,
772,381216,6176,0.019633103778347438,1.0,1.0,,,,,,,,,
773,381736,6184,0.016942769605594793,1.0,1.0,,,,,,,,,
774,382256,6192,0.02395577543156869,0.875,0.972972972972973,,,,,,,,,
775,382648,6200,0.023641335453072693,1.0,1.0,,,,,,,,,
776,383168,6208,0.021196332144396948,1.0,1.0,,,,,,,,,
777,383560,6216,0.024472754946721898,1.0,1.0,0.01722674174889628,1.0,1.0,,,,,,
778,384144,6224,0.023086758273331547,1.0,1.0,,,,,,,,,
779,384664,6232,0.022772040986586087,1.0,1.0,,,,,,,,,
780,385248,6240,0.018433371791973248,1.0,1.0,,,,,,,,,
781,385704,6248,0.02234524209247712,1.0,1.0,,,,,,,,,
782,386160,6256,0.02016919164043084,1.0,1.0,,,,,,,,,
783,386552,6264,0.023419486716754662,1.0,1.0,,,,,,,,,
784,387008,6272,0.02588294528364306,1.0,1.0,,,,,,,,,
785,387464,6280,0.019372950439099708,1.0,1.0,0.023245274151380356,1.0,1.0,,,,,,
786,387856,6288,0.024782909004546192,1.0,1.0,,,,,,,,,
787,388376,6296,0.01870053821006521,1.0,1.0,,,,,,,,,
788,388768,6304,0.026162616843859635,1.0,1.0,,,,,,,,,
789,389160,6312,0.025000175833318438,1.0,1.0,,,,,,,,,
790,389680,6320,0.026550768528577125,1.0,1.0,,,,,,,,,
791,390264,6328,0.016589171060584513,1.0,1.0,,,,,,,,,
792,390784,6336,0.022394209496417766,1.0,1.0,,,,,,,,,
793,391240,6344,0.02157819394576595,1.0,1.0,0.022440749148626045,1.0,1.0,,,,,,
794,391632,6352,0.01709218566957313,1.0,1.0,,,,,,,,,
795,392152,6360,0.02150166258029735,1.0,1.0,,,,,,,,,
796,392800,6368,0.017579846823908146,0.875,0.9743589743589743,,,,,,,,,
797,393256,6376,0.026333124341722774,1.0,1.0,,,,,,,,,
798,393712,6384,0.023996488979199426,1.0,1.0,,,,,,,,,
799,394232,6392,0.023404163331288273,1.0,1.0,,,,,,,,,
800,394688,6400,0.02183573520782484,1.0,1.0,,,,,,,,,
801,395080,6408,0.025263152579931836,1.0,1.0,0.020086264034117892,1.0,1.0,,,,,,
802,395472,6416,0.023601894478766424,1.0,1.0,,,,,,,,,
803,395992,6424,0.024421661404323804,1.0,1.0,,,,,,,,,
804,396448,6432,0.019343828396220907,1.0,1.0,,,,,,,,,
805,396904,6440,0.02353451507915642,1.0,1.0,,,,,,,,,
806,397360,6448,0.019996971876307446,0.875,0.9705882352941176,,,,,,,,,
807,397816,6456,0.018768361432887633,1.0,1.0,,,,,,,,,
808,398272,6464,0.023373025335307045,1.0,1.0,,,,,,,,,
809,398792,6472,0.025435231299367478,1.0,1.0,0.02124373365275465,1.0,1.0,,,,,,
810,399184,6480,0.01836361774874225,1.0,1.0,,,,,,,,,
811,399704,6488,0.019995299277867893,1.0,1.0,,,,,,,,,
812,400224,6496,0.020200666457769276,0.875,0.9736842105263158,,,,,,,,,
813,400680,6504,0.021504880656687486,1.0,1.0,,,,,,,,,
814,401264,6512,0.02078487262811811,1.0,1.0,,,,,,,,,
815,401784,6520,0.020227946026995264,1.0,1.0,,,,,,,,,
816,402304,6528,0.020465108137896575,1.0,1.0,,,,,,,,,
817,402760,6536,0.0251117640140926,1.0,1.0,0.017644737218836568,1.0,1.0,,,,,,
818,403152,6544,0.03502023505382084,0.875,0.9722222222222222,,,,,,,,,
819,403608,6552,0.018824401676469853,1.0,1.0,,,,,,,,,
820,404192,6560,0.019956689798533968,1.0,1.0,,,,,,,,,
821,404712,6568,0.021522457266210184,1.0,1.0,,,,,,,,,
822,405296,6576,0.01956494312487394,1.0,1.0,,,,,,,,,
823,405880,6584,0.020960300355295166,1.0,1.0,,,,,,,,,
824,406336,6592,0.027905321273931645,1.0,1.0,,,,,,,,,
825,406792,6600,0.02268301025168758,1.0,1.0,0.02454265659367318,1.0,1.0,,,,,,
826,407312,6608,0.018979732965357002,1.0,1.0,,,,,,,,,
827,407768,6616,0.021219218680887053,1.0,1.0,,,,,,,,,
828,408416,6624,0.018191792349511578,1.0,1.0,,,,,,,,,
829,408936,6632,0.02125921130024805,1.0,1.0,,,,,,,,,
830,409456,6640,0.0164596555513436,1.0,1.0,,,,,,,,,
831,409912,6648,0.025115585192255794,1.0,1.0,,,,,,,,,
832,410496,6656,0.020987871141743466,1.0,1.0,,,,,,,,,
833,411016,6664,0.015392547207612944,1.0,1.0,0.01697906543363725,1.0,1.0,,,,,,
834,411472,6672,0.02394361665863493,1.0,1.0,,,,,,,,,
835,411992,6680,0.022959582253490086,1.0,1.0,,,,,,,,,
836,412448,6688,0.021277604908267904,1.0,1.0,,,,,,,,,
837,412840,6696,0.026515493982921527,1.0,1.0,,,,,,,,,
838,413232,6704,0.026378796497791637,1.0,1.0,,,,,,,,,
839,413688,6712,0.019714199234257743,1.0,1.0,,,,,,,,,
840,414144,6720,0.021006050536877856,1.0,1.0,,,,,,,,,
841,414600,6728,0.02552365108563098,1.0,1.0,0.01582778089800083,1.0,1.0,,,,,,
842,415120,6736,0.02458635183363703,0.875,0.9444444444444444,,,,,,,,,
843,415640,6744,0.022162181762657614,1.0,1.0,,,,,,,,,
844,416096,6752,0.024021421094324185,1.0,1.0,,,,,,,,,
845,416552,6760,0.020353463770609738,1.0,1.0,,,,,,,,,
846,417072,6768,0.02325947192596561,1.0,1.0,,,,,,,,,
847,417528,6776,0.022611695208880362,1.0,1.0,,,,,,,,,
848,418048,6784,0.02309966289662601,1.0,1.0,,,,,,,,,
849,418504,6792,0.01992610588842055,1.0,1.0,0.026148395351038304,1.0,1.0,,,,,,
850,419024,6800,0.024161730735766825,1.0,1.0,,,,,,,,,
851,419480,6808,0.020068901733127482,1.0,1.0,,,,,,,,,
852,420128,6816,0.011977756058210904,1.0,1.0,,,,,,,,,
853,420584,6824,0.024297488314176312,1.0,1.0,,,,,,,,,
854,421168,6832,0.021505534355932956,1.0,1.0,,,,,,,,,
855,421688,6840,0.01917306950035181,1.0,1.0,,,,,,,,,
856,422208,6848,0.01836239123532407,1.0,1.0,,,,,,,,,
857,422664,6856,0.023169208952085123,1.0,1.0,0.018960966427084863,1.0,1.0,,,,,,
858,423184,6864,0.02019568818083912,1.0,1.0,,,,,,,,,
859,423768,6872,0.024052443605090696,1.0,1.0,,,,,,,,,
860,424288,6880,0.020141951493332016,1.0,1.0,,,,,,,,,
861,424808,6888,0.02157418076911091,1.0,1.0,,,,,,,,,
862,425328,6896,0.021894453847323633,1.0,1.0,,,,,,,,,
863,426040,6904,0.019598990455490097,0.875,0.9722222222222222,,,,,,,,,
864,426496,6912,0.04001931905605866,0.875,0.9714285714285714,,,,,,,,,
865,427016,6920,0.018586436359968633,0.875,0.972972972972973,0.01565094986725317,1.0,1.0,,,,,,
866,427472,6928,0.023570901136669282,1.0,1.0,,,,,,,,,
867,427928,6936,0.023362266061598188,1.0,1.0,,,,,,,,,
868,428448,6944,0.019495178963240274,1.0,1.0,,,,,,,,,
869,428904,6952,0.02914926482688141,0.75,0.9166666666666666,,,,,,,,,
870,429424,6960,0.018537056895116182,1.0,1.0,,,,,,,,,
871,429880,6968,0.022204182846021023,1.0,1.0,,,,,,,,,
872,430208,6976,0.023632680683720212,1.0,1.0,,,,,,,,,
873,430792,6984,0.02412019311727217,1.0,1.0,0.020386527734838743,1.0,1.0,,,,,,
874,431248,6992,0.02091750215844207,1.0,1.0,,,,,,,,,
875,431704,7000,0.02662472901244457,1.0,1.0,,,,,,,,,
876,432096,7008,0.024552255678505382,0.875,0.9736842105263158,,,,,,,,,
877,432488,7016,0.026649438200271238,1.0,1.0,,,,,,,,,
878,432944,7024,0.018745887574817665,1.0,1.0,,,,,,,,,
879,433400,7032,0.017550813549119863,1.0,1.0,,,,,,,,,
880,433920,7040,0.02325625419215308,1.0,1.0,,,,,,,,,
881,434440,7048,0.01898602149858501,0.875,0.9714285714285714,0.019095905926703596,1.0,1.0,,,,,,
882,435024,7056,0.017793407734399743,1.0,1.0,,,,,,,,,
883,435480,7064,0.02052421200203366,0.875,0.9714285714285714,,,,,,,,,
884,436000,7072,0.020308333651808536,0.875,0.9722222222222222,,,,,,,,,
885,436520,7080,0.02342253257533951,1.0,1.0,,,,,,,,,
886,436976,7088,0.02046937952526001,1.0,1.0,,,,,,,,,
887,437432,7096,0.02097630511326993,1.0,1.0,,,,,,,,,
888,437824,7104,0.025014972591057758,0.875,0.9117647058823529,,,,,,,,,
889,438344,7112,0.01714148594506946,1.0,1.0,0.018493302269979014,1.0,1.0,,,,,,
890,438928,7120,0.019998251516006,1.0,1.0,,,,,,,,,
891,439448,7128,0.021332579201133895,1.0,1.0,,,,,,,,,
892,439968,7136,0.021134330329953068,1.0,1.0,,,,,,,,,
893,440424,7144,0.022035370770066877,1.0,1.0,,,,,,,,,
894,441008,7152,0.020570353132237332,1.0,1.0,,,,,,,,,
895,441528,7160,0.019126595321321015,1.0,1.0,,,,,,,,,
896,441984,7168,0.022712143688305413,1.0,1.0,,,,,,,,,
897,442440,7176,0.023823275959611923,1.0,1.0,0.012299564928897123,1.0,1.0,,,,,,
898,443024,7184,0.018894263575133532,1.0,1.0,,,,,,,,,
899,443544,7192,0.01736715237699577,1.0,1.0,,,,,,,,,
900,444000,7200,0.017240342519724346,1.0,1.0,,,,,,,,,
901,444520,7208,0.02283975344413403,0.875,0.9714285714285714,,,,,,,,,
902,444976,7216,0.041539109348445576,0.875,0.9722222222222222,,,,,,,,,
903,445560,7224,0.020239902935628655,1.0,1.0,,,,,,,,,
904,446080,7232,0.02187911129416057,1.0,1.0,,,,,,,,,
905,446472,7240,0.017200346870916764,1.0,1.0,0.022261097025037226,1.0,1.0,,,,,,
906,446864,7248,0.02488308259840243,1.0,1.0,,,,,,,,,
907,447448,7256,0.017881156863815004,0.875,0.9722222222222222,,,,,,,,,
908,447968,7264,0.022244051265031775,1.0,1.0,,,,,,,,,
909,448488,7272,0.02210286452802188,1.0,1.0,,,,,,,,,
910,449008,7280,0.017857155136203798,1.0,1.0,,,,,,,,,
911,449464,7288,0.02098835083718955,1.0,1.0,,,,,,,,,
912,449920,7296,0.022900236056410374,1.0,1.0,,,,,,,,,
913,450504,7304,0.022712172165784944,1.0,1.0,0.01959776846834296,1.0,1.0,,,,,,
914,451024,7312,0.01902305510146049,1.0,1.0,,,,,,,,,
915,451544,7320,0.021214091481786324,1.0,1.0,,,,,,,,,
916,451936,7328,0.021299330507309217,1.0,1.0,,,,,,,,,
917,452456,7336,0.02023712611744101,1.0,1.0,,,,,,,,,
918,452848,7344,0.021770997441757173,1.0,1.0,,,,,,,,,
919,453432,7352,0.02036003770483082,1.0,1.0,,,,,,,,,
920,454016,7360,0.016839494882606318,1.0,1.0,,,,,,,,,
921,454472,7368,0.022183059223038253,0.875,0.9722222222222222,0.021037719172260435,1.0,1.0,,,,,,
922,454992,7376,0.020739431795135228,1.0,1.0,,,,,,,,,
923,455512,7384,0.02046851944226726,0.875,0.9722222222222222,,,,,,,,,
924,455968,7392,0.021659442963160653,1.0,1.0,,,,,,,,,
925,456552,7400,0.01844415796167325,1.0,1.0,,,,,,,,,
926,457072,7408,0.01796371115558629,1.0,1.0,,,,,,,,,
927,457592,7416,0.020950300117360945,1.0,1.0,,,,,,,,,
928,458048,7424,0.026490873572032895,1.0,1.0,,,,,,,,,
929,458568,7432,0.024516315844434346,1.0,1.0,0.01924672397289595,1.0,1.0,,,,,,
930,458960,7440,0.024776397330377283,1.0,1.0,,,,,,,,,
931,459352,7448,0.02558782663445085,1.0,1.0,,,,,,,,,
932,459808,7456,0.018171653026759264,1.0,1.0,,,,,,,,,
933,460264,7464,0.02353051575854509,1.0,1.0,,,,,,,,,
934,460848,7472,0.021747191964427287,1.0,1.0,,,,,,,,,
935,461304,7480,0.023421972476097917,1.0,1.0,,,,,,,,,
936,461824,7488,0.021003523053406543,0.875,0.9736842105263158,,,,,,,,,
937,462408,7496,0.019366942242100126,1.0,1.0,0.021297756984946313,1.0,1.0,,,,,,
938,462864,7504,0.024717915808157447,1.0,1.0,,,,,,,,,
939,463320,7512,0.021620042789060417,1.0,1.0,,,,,,,,,
940,463776,7520,0.023026004061315032,1.0,1.0,,,,,,,,,
941,464360,7528,0.017955188519517815,1.0,1.0,,,,,,,,,
942,464816,7536,0.026458520836685345,1.0,1.0,,,,,,,,,
943,465208,7544,0.024474219579191814,0.875,0.9722222222222222,,,,,,,,,
944,465792,7552,0.0156915074438201,1.0,1.0,,,,,,,,,
945,466248,7560,0.02606760564456464,1.0,1.0,0.024903609143759952,1.0,1.0,,,,,,
946,466768,7568,0.021873880395634544,1.0,1.0,,,,,,,,,
947,467160,7576,0.023477297388454207,1.0,1.0,,,,,,,,,
948,467680,7584,0.017087031854276354,1.0,1.0,,,,,,,,,
949,468200,7592,0.02238799143467717,1.0,1.0,,,,,,,,,
950,468720,7600,0.02111837685177425,1.0,1.0,,,,,,,,,
951,469176,7608,0.023447023329328635,1.0,1.0,,,,,,,,,
952,469696,7616,0.019366917880363106,0.875,0.9722222222222222,,,,,,,,,
953,470088,7624,0.024719186380898955,1.0,1.0,0.021090396772826276,1.0,1.0,,,,,,
954,470608,7632,0.021277579338977504,1.0,1.0,,,,,,,,,
955,471064,7640,0.020428988949480177,1.0,1.0,,,,,,,,,
956,471584,7648,0.01727700773581573,1.0,1.0,,,,,,,,,
957,471976,7656,0.019709931935419738,1.0,1.0,,,,,,,,,
958,472496,7664,0.021958924285982107,1.0,1.0,,,,,,,,,
959,472952,7672,0.023669562890703228,1.0,1.0,,,,,,,,,
960,473408,7680,0.019313265973724483,1.0,1.0,,,,,,,,,
961,473928,7688,0.022026925990377016,0.875,0.9722222222222222,0.015805460786496656,1.0,1.0,,,,,,
962,474448,7696,0.01909417802676334,1.0,1.0,,,,,,,,,
963,474904,7704,0.0204207896019019,0.875,0.972972972972973,,,,,,,,,
964,475488,7712,0.02476533424609981,1.0,1.0,,,,,,,,,
965,476008,7720,0.021374143219226174,1.0,1.0,,,,,,,,,
966,476464,7728,0.023962137693116618,1.0,1.0,,,,,,,,,
967,476920,7736,0.024786928208991404,0.875,0.9736842105263158,,,,,,,,,
968,477440,7744,0.0201491533900801,1.0,1.0,,,,,,,,,
969,477960,7752,0.023612963440177732,0.875,0.9444444444444444,0.01665999968826806,1.0,1.0,,,,,,
970,478416,7760,0.024550812489870743,1.0,1.0,,,,,,,,,
971,479000,7768,0.0243257617961003,1.0,1.0,,,,,,,,,
972,479456,7776,0.022287779396289117,0.875,0.9722222222222222,,,,,,,,,
973,480104,7784,0.015549495193805838,1.0,1.0,,,,,,,,,
974,480624,7792,0.019994681298450213,1.0,1.0,,,,,,,,,
975,481144,7800,0.020005603062416912,1.0,1.0,,,,,,,,,
976,481792,7808,0.017472767208426214,1.0,1.0,,,,,,,,,
977,482376,7816,0.021850539478682304,1.0,1.0,0.019580589162313065,1.0,1.0,,,,,,
978,482768,7824,0.02505481252270363,1.0,1.0,,,,,,,,,
979,483224,7832,0.02128025322394436,1.0,1.0,,,,,,,,,
980,483680,7840,0.019518559962219236,1.0,1.0,,,,,,,,,
981,484200,7848,0.022301783482025307,1.0,1.0,,,,,,,,,
982,484720,7856,0.022006655273331906,1.0,1.0,,,,,,,,,
983,485176,7864,0.02543315615522333,1.0,1.0,,,,,,,,,
984,485696,7872,0.020628560463933538,1.0,1.0,,,,,,,,,
985,486216,7880,0.02092661130228325,0.875,0.9722222222222222,0.02458531322950668,1.0,1.0,,,,,,
986,486672,7888,0.0217203512793041,1.0,1.0,,,,,,,,,
987,487192,7896,0.01839818194717063,1.0,1.0,,,,,,,,,
988,487776,7904,0.021943424401432488,1.0,1.0,,,,,,,,,
989,488232,7912,0.024850748795077683,1.0,1.0,,,,,,,,,
990,488752,7920,0.02305578887522259,1.0,1.0,,,,,,,,,
991,489208,7928,0.021712669377196653,1.0,1.0,,,,,,,,,
992,489792,7936,0.019033710735696634,1.0,1.0,,,,,,,,,
993,490312,7944,0.01848544477474751,1.0,1.0,0.017356598693652036,1.0,1.0,,,,,,
994,490768,7952,0.02244161422747292,1.0,1.0,,,,,,,,,
995,491352,7960,0.01678022776404577,1.0,1.0,,,,,,,,,
996,491872,7968,0.017469699335275275,1.0,1.0,,,,,,,,,
997,492392,7976,0.01856614719443525,1.0,1.0,,,,,,,,,
998,492848,7984,0.022997800712438798,1.0,1.0,,,,,,,,,
999,493368,7992,0.024123801976304697,0.875,0.972972972972973,,,,,,,,,
1000,493888,8000,0.01933546199218319,1.0,1.0,,,,,,,,,
1001,494408,8008,0.021668249346987443,1.0,1.0,0.024501362339450536,1.0,1.0,,,,,,
1002,494864,8016,0.024221830995847456,1.0,1.0,,,,,,,,,
1003,495320,8024,0.019476344062142523,1.0,1.0,,,,,,,,,
1004,495840,8032,0.02610419302792152,1.0,1.0,,,,,,,,,
1005,496360,8040,0.02510628783413247,1.0,1.0,,,,,,,,,
1006,496880,8048,0.01596564196960501,0.875,0.9714285714285714,,,,,,,,,
1007,497400,8056,0.018753148637241035,1.0,1.0,,,,,,,,,
1008,497856,8064,0.025682577440962442,0.875,0.9428571428571428,,,,,,,,,
1009,498184,8072,0.023533012657846568,1.0,1.0,0.021029080986963197,1.0,1.0,,,,,,
1010,498704,8080,0.019703300723773416,1.0,1.0,,,,,,,,,
1011,499160,8088,0.01745733092905312,1.0,1.0,,,,,,,,,
1012,499680,8096,0.022700560984674795,1.0,1.0,,,,,,,,,
1013,500136,8104,0.021771374621998293,1.0,1.0,,,,,,,,,
1014,500528,8112,0.023977420919888304,1.0,1.0,,,,,,,,,
1015,501112,8120,0.020095000795671066,1.0,1.0,,,,,,,,,
1016,501696,8128,0.022413467927878336,0.875,0.9714285714285714,,,,,,,,,
1017,502216,8136,0.016565869091653092,1.0,1.0,0.020031347190963455,1.0,1.0,,,,,,
1018,502736,8144,0.018372111757366017,1.0,1.0,,,,,,,,,
1019,503128,8152,0.01968473877287901,1.0,1.0,,,,,,,,,
1020,503584,8160,0.025817272890282107,0.875,0.9714285714285714,,,,,,,,,
1021,504040,8168,0.02023460706233964,1.0,1.0,,,,,,,,,
1022,504560,8176,0.01696501110255925,1.0,1.0,,,,,,,,,
1023,505016,8184,0.02251801657101497,1.0,1.0,,,,,,,,,
1024,505408,8192,0.024869588207579372,1.0,1.0,,,,,,,,,
1025,505928,8200,0.021904677172155048,1.0,1.0,0.020188855367534706,1.0,1.0,,,,,,
1026,506384,8208,0.024399312628274755,1.0,1.0,,,,,,,,,
1027,506840,8216,0.02363683892270971,0.875,0.9705882352941176,,,,,,,,,
1028,507360,8224,0.025913304349254047,1.0,1.0,,,,,,,,,
1029,507880,8232,0.02197050200574646,1.0,1.0,,,,,,,,,
1030,508336,8240,0.018893558573771868,1.0,1.0,,,,,,,,,
1031,508856,8248,0.021318713239992466,1.0,1.0,,,,,,,,,
1032,509312,8256,0.02238927188515324,1.0,1.0,,,,,,,,,
1033,509832,8264,0.021177211995164882,1.0,1.0,0.0192260492213375,1.0,1.0,,,,,,
1034,510352,8272,0.02319427646845868,1.0,1.0,,,,,,,,,
1035,510872,8280,0.021155313305536407,1.0,1.0,,,,,,,,,
1036,511264,8288,0.020528296309040562,1.0,1.0,,,,,,,,,
1037,511720,8296,0.022310556234969577,1.0,1.0,,,,,,,,,
1038,512240,8304,0.01953413344979964,1.0,1.0,,,,,,,,,
1039,512696,8312,0.020079704582365795,1.0,1.0,,,,,,,,,
1040,513152,8320,0.020065058630762,0.875,0.9714285714285714,,,,,,,,,
1041,513608,8328,0.026266012608769162,0.875,0.972972972972973,0.018921800976783233,1.0,1.0,,,,,,
1042,514192,8336,0.02039527803740202,1.0,1.0,,,,,,,,,
1043,514648,8344,0.023558426667584054,1.0,1.0,,,,,,,,,
1044,515104,8352,0.02438106335253309,1.0,1.0,,,,,,,,,
1045,515560,8360,0.023191755868888116,1.0,1.0,,,,,,,,,
1046,516016,8368,0.02026051979885014,1.0,1.0,,,,,,,,,
1047,516472,8376,0.01590048995814497,1.0,1.0,,,,,,,,,
1048,517184,8384,0.019146117715258135,1.0,1.0,,,,,,,,,
1049,517768,8392,0.016306008980527184,1.0,1.0,0.019869516614989702,1.0,1.0,,,,,,
1050,518224,8400,0.02710908816545352,1.0,1.0,,,,,,,,,
1051,518744,8408,0.01898556380267707,1.0,1.0,,,,,,,,,
1052,519264,8416,0.023550911361688368,1.0,1.0,,,,,,,,,
1053,519720,8424,0.023450285318790676,1.0,1.0,,,,,,,,,
1054,520176,8432,0.02605437539230226,0.875,0.9714285714285714,,,,,,,,,
1055,520568,8440,0.02464909648259638,1.0,1.0,,,,,,,,,
1056,521152,8448,0.020420709719575367,1.0,1.0,,,,,,,,,
1057,521672,8456,0.021906711744311566,1.0,1.0,0.024050343331751836,1.0,1.0,,,,,,
1058,522192,8464,0.01894456638752161,0.875,0.9142857142857143,,,,,,,,,
1059,522712,8472,0.02392360303246542,1.0,1.0,,,,,,,,,
1060,523232,8480,0.021730568168512248,1.0,1.0,,,,,,,,,
1061,523624,8488,0.02115598005743273,1.0,1.0,,,,,,,,,
1062,524144,8496,0.02040552253600224,1.0,1.0,,,,,,,,,
1063,524600,8504,0.022123171949059557,1.0,1.0,,,,,,,,,
1064,525056,8512,0.020825939328762283,0.875,0.9722222222222222,,,,,,,,,
1065,525640,8520,0.017641628869239725,1.0,1.0,0.01572670681258893,1.0,1.0,,,,,,
1066,526032,8528,0.02100850896073139,1.0,1.0,,,,,,,,,
1067,526552,8536,0.023723444057304414,1.0,1.0,,,,,,,,,
1068,527072,8544,0.02427882046436918,1.0,1.0,,,,,,,,,
1069,527464,8552,0.02446255511985033,1.0,1.0,,,,,,,,,
1070,527920,8560,0.019431002165308336,1.0,1.0,,,,,,,,,
1071,528376,8568,0.02430893675756402,1.0,1.0,,,,,,,,,
1072,528960,8576,0.019740905253809036,1.0,1.0,,,,,,,,,
1073,529480,8584,0.021100946576392634,1.0,1.0,0.020510117860560208,1.0,1.0,,,,,,
1074,530064,8592,0.02238662575197207,1.0,1.0,,,,,,,,,
1075,530456,8600,0.02109598933268142,1.0,1.0,,,,,,,,,
1076,530912,8608,0.023389367519361347,1.0,1.0,,,,,,,,,
1077,531368,8616,0.020423623281593747,1.0,1.0,,,,,,,,,
1078,531824,8624,0.024320536666348036,0.875,0.9722222222222222,,,,,,,,,
1079,532280,8632,0.023787666811069023,1.0,1.0,,,,,,,,,
1080,532800,8640,0.019432629632448455,1.0,1.0,,,,,,,,,
1081,533256,8648,0.0195368323358664,1.0,1.0,0.017576658879406872,1.0,1.0,,,,,,
1082,533712,8656,0.02235814460046303,1.0,1.0,,,,,,,,,
1083,534424,8664,0.014477334984464317,1.0,1.0,,,,,,,,,
1084,534880,8672,0.02339320541751529,1.0,1.0,,,,,,,,,
1085,535272,8680,0.022361912450510422,1.0,1.0,,,,,,,,,
1086,535792,8688,0.017654133784151226,1.0,1.0,,,,,,,,,
1087,536312,8696,0.01775715168634835,1.0,1.0,,,,,,,,,
1088,536768,8704,0.019144044475654313,1.0,1.0,,,,,,,,,
1089,537224,8712,0.022942287659096762,1.0,1.0,0.01671407957011603,1.0,1.0,,,,,,
1090,537744,8720,0.02301702369160288,1.0,1.0,,,,,,,,,
1091,538200,8728,0.021306551666252487,1.0,1.0,,,,,,,,,
1092,538720,8736,0.022628320689238656,0.875,0.9736842105263158,,,,,,,,,
1093,539240,8744,0.024418131665528007,1.0,1.0,,,,,,,,,
1094,539696,8752,0.026216374747241433,1.0,1.0,,,,,,,,,
1095,540216,8760,0.02169165501753289,1.0,1.0,,,,,,,,,
1096,540672,8768,0.02373196390717817,1.0,1.0,,,,,,,,,
1097,541128,8776,0.018799811785604605,1.0,1.0,0.01563056818326513,1.0,1.0,,,,,,
1098,541648,8784,0.021732591866191617,1.0,1.0,,,,,,,,,
1099,542040,8792,0.022930797947558715,1.0,1.0,,,,,,,,,
1100,542624,8800,0.018637732204171233,0.875,0.9736842105263158,,,,,,,,,
1101,543208,8808,0.022746136724239904,1.0,1.0,,,,,,,,,
1102,543792,8816,0.01720126909869549,1.0,1.0,,,,,,,,,
1103,544312,8824,0.017314569712979688,1.0,1.0,,,,,,,,,
1104,544832,8832,0.020811212852819554,1.0,1.0,,,,,,,,,
1105,545416,8840,0.02035766045121216,1.0,1.0,0.023045686560466683,1.0,1.0,,,,,,
1106,545936,8848,0.024681681476690493,1.0,1.0,,,,,,,,,
1107,546456,8856,0.021866010270083735,1.0,1.0,,,,,,,,,
1108,546912,8864,0.024092824925013308,0.875,0.9736842105263158,,,,,,,,,
1109,547368,8872,0.02295552534312085,1.0,1.0,,,,,,,,,
1110,547760,8880,0.021527140673672267,1.0,1.0,,,,,,,,,
1111,548280,8888,0.021903059003537898,0.875,0.972972972972973,,,,,,,,,
1112,548736,8896,0.021286666723651194,1.0,1.0,,,,,,,,,
1113,549192,8904,0.023944210696957825,1.0,1.0,0.022149751850568593,1.0,1.0,,,,,,
1114,549584,8912,0.023401584309566903,1.0,1.0,,,,,,,,,
1115,550104,8920,0.022710072626188516,1.0,1.0,,,,,,,,,
1116,550624,8928,0.018847603789194974,1.0,1.0,,,,,,,,,
1117,551208,8936,0.016492494485475837,1.0,1.0,,,,,,,,,
1118,551856,8944,0.01274123744062483,1.0,1.0,,,,,,,,,
1119,552248,8952,0.026242488734000563,1.0,1.0,,,,,,,,,
1120,552704,8960,0.02651118664424342,1.0,1.0,,,,,,,,,
1121,553224,8968,0.021634251740277013,1.0,1.0,0.018913677745352995,1.0,1.0,,,,,,
1122,553744,8976,0.020369660243022232,1.0,1.0,,,,,,,,,
1123,554200,8984,0.01890268634948494,1.0,1.0,,,,,,,,,
1124,554720,8992,0.01999920193416078,1.0,1.0,,,,,,,,,
1125,555240,9000,0.020948813687130842,1.0,1.0,,,,,,,,,
1126,555760,9008,0.022094999584999227,1.0,1.0,,,,,,,,,
1127,556344,9016,0.01779744413227185,1.0,1.0,,,,,,,,,
1128,556800,9024,0.023957421596791144,1.0,1.0,,,,,,,,,
1129,557192,9032,0.028132902312592623,1.0,1.0,0.021226705518041802,1.0,1.0,,,,,,
1130,557776,9040,0.017499035229310976,1.0,1.0,,,,,,,,,
